vin	V(vout)
Step Information: Vref=500m  (Run: 1/3)
1.950000000000001e+000	4.988918e+000
2.000000000000001e+000	4.989100e+000
2.050000000000001e+000	4.989283e+000
2.100000000000001e+000	4.989465e+000
2.150000000000000e+000	4.989646e+000
2.200000000000000e+000	4.989829e+000
2.250000000000000e+000	4.990010e+000
2.300000000000000e+000	4.990192e+000
2.350000000000000e+000	4.990374e+000
2.400000000000000e+000	4.990556e+000
2.449999999999999e+000	4.990738e+000
2.499999999999999e+000	4.990920e+000
2.549999999999999e+000	4.991102e+000
2.599999999999999e+000	4.991283e+000
2.649999999999999e+000	4.991465e+000
2.699999999999998e+000	4.991647e+000
2.749999999999998e+000	4.991829e+000
2.799999999999998e+000	4.992011e+000
2.849999999999998e+000	4.992192e+000
2.899999999999998e+000	4.992374e+000
2.949999999999998e+000	4.992556e+000
2.999999999999997e+000	4.992737e+000
3.049999999999997e+000	4.992919e+000
3.099999999999997e+000	4.993100e+000
3.149999999999997e+000	4.993282e+000
3.199999999999997e+000	4.993464e+000
3.249999999999996e+000	4.993645e+000
3.299999999999996e+000	4.993826e+000
3.349999999999996e+000	4.994008e+000
3.399999999999996e+000	4.994189e+000
3.449999999999996e+000	4.994371e+000
3.499999999999996e+000	4.994552e+000
3.549999999999995e+000	4.994733e+000
3.599999999999995e+000	4.994914e+000
3.649999999999995e+000	4.995095e+000
3.699999999999995e+000	4.995275e+000
3.749999999999995e+000	4.995454e+000
3.799999999999995e+000	4.995632e+000
3.849999999999994e+000	4.995808e+000
3.899999999999994e+000	4.995980e+000
3.949999999999994e+000	4.996148e+000
3.999999999999994e+000	4.996306e+000
4.049999999999994e+000	4.996448e+000
4.099999999999993e+000	4.996555e+000
4.149999999999993e+000	4.996577e+000
4.199999999999993e+000	4.996238e+000
4.249999999999993e+000	4.983415e+000
4.299999999999993e+000	4.899992e+000
4.349999999999993e+000	4.799993e+000
4.399999999999992e+000	4.699993e+000
4.449999999999992e+000	4.599994e+000
4.499999999999992e+000	4.499994e+000
4.549999999999992e+000	4.399994e+000
4.599999999999992e+000	4.299994e+000
4.649999999999992e+000	4.199995e+000
4.699999999999991e+000	4.099995e+000
4.749999999999991e+000	3.999995e+000
4.799999999999991e+000	3.899996e+000
4.849999999999991e+000	3.799996e+000
4.899999999999991e+000	3.699996e+000
4.949999999999990e+000	3.599997e+000
5.000000000000000e+000	3.499997e+000
